Codigo_Accidente;Formulario;Longitud;Latitud;Direccion;Fecha_Acc;AA_Acc;MM_Acc;DD_Mes_Acc;Dia_Semana_Acc;Hora_Acc;Min_Acc;Localidad;Clase_Acc;Elemento_Choque;Tipo_Objeto_Fijo;Gravedad_Indicador_Tradicional;Gravedad_indicador_30d;Con_Bicicleta;Con_Carga;Con_Embriaguez;Con_Huecos;Con_Menores;Con_Moto;Con_Peaton;Con_Persona_Mayor;Con_Rutas;Con_Tpi;Con_Tpp;Con_Velocidad;Con_Sitp;Con_Troncal;Con_Alimentador;Con_Zonal;Con_Provisional;Con_Articulado;Con_Biarticulado;Con_Padron_Dual;
10595432;A001575629;-74,07556326;4,719009869;AV AVENIDA BOYACA - CL 128 B 02;31/08/2023;2023;Agosto;31;jueves;13;16;SUBA;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;;;;;;;;;;;;;;
10595436;A001575586;-74,1032174;4,644133772;KR 60 - CL 23 A 02;31/08/2023;2023;Agosto;31;jueves;18;30;TEUSAQUILLO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595439;A001575486;-74,116092;4,635910338;AC 13 - KR 65 B 02;03/09/2023;2023;Septiembre;3;domingo;15;20;PUENTE ARANDA;Choque;Vehículo;;Con Muertos;Con Muertos;SI;;;;;;;SI;;;;;;;;;;;;;
10595506;A001575741;-74,16921315;4,609515032;KR 77 V - CL 54 S 02;01/09/2023;2023;Septiembre;1;viernes;6;30;KENNEDY;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10595742;A001576171;-74,11749212;4,519432668;KR 14 - CL 72 A S 02;05/09/2023;2023;Septiembre;5;martes;15;22;USME;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;;;;;;;;;;;;
10595983;A001575932;-74,18545249;4,616993562;KR 82 G BIS - CL 59 S 02;13/09/2023;2023;Septiembre;13;miércoles;15;40;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;SI;SI;;;;;;;;;;;;;;;
10595984;A001576175;-74,06458823;4,658185037;KR 17 - CL 70 A 02;14/09/2023;2023;Septiembre;14;jueves;8;6;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595985;A001576468;-74,14044512;4,595834429;CL 44 S- KR 68 A 02;14/09/2023;2023;Septiembre;14;jueves;10;10;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;SI;;;;;;;;;;;;;
10595986;A001575416;-74,06820166;4,586820131;KR 6 B E- DG 4  02;14/09/2023;2023;Septiembre;14;jueves;16;42;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10596008;A001576270;-74,11479382;4,59785031;CL 26 S- KR 36  02;17/09/2023;2023;Septiembre;17;domingo;8;0;PUENTE ARANDA;Atropello;;;Con Muertos;Con Muertos;;;;;;;SI;SI;;;;;;;;;;;;;
10596014;A001576453;-74,18644098;4,611881105;CL 63 S- KR 81 C 02;16/09/2023;2023;Septiembre;16;sábado;4;50;BOSA;Choque;;;Solo Daños;Solo Daños;;;;;;;;;;;SI;;SI;;;SI;;;;;
10596016;A001576424;-74,12749676;4,609742282;TV 53 - CL 24  02;12/09/2023;2023;Septiembre;12;martes;17;10;PUENTE ARANDA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10594559;A001575064;-74,1173186;4,5170111;KR 14 - CL 73 D S 02;10/08/2023;2023;Agosto;10;jueves;5;10;USME;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10594603;A001575119;-74,13615016;4,711077994;CL 67 - KR 115 A 02;09/08/2023;2023;Agosto;9;miércoles;20;1;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10594685;A001575060;-74,14559242;4,594782953;AV AVENIDA BOYACA - DG 45 B S 02;13/08/2023;2023;Agosto;13;domingo;22;1;TUNJUELITO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594818;A001571523;-74,1183236;4,705491033;CL 72 - KR 103  02;14/08/2023;2023;Agosto;14;lunes;17;30;ENGATIVA;Atropello;;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;;SI;;;;;
10594813;A001575284;-74,14153007;4,609362641;AV AVENIDA BOYACA - CL 38 A S 02;15/08/2023;2023;Agosto;15;martes;21;40;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594822;A001573074;-74,03113572;4,795047079;KR 7 - CL 220  02;14/08/2023;2023;Agosto;14;lunes;13;30;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594826;A001575234;-74,15362214;4,681046117;CL 17 - KR 13  02;16/08/2023;2023;Agosto;16;miércoles;7;10;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594518;A001572628;-74,11412883;4,708617683;KR 100 B - CL 76 B 02;08/08/2023;2023;Agosto;8;martes;6;50;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10594523;A001575063;-74,11877421;4,588941894;KR 27 - CL 35 S 02;07/08/2023;2023;Agosto;7;lunes;20;20;ANTONIO NARIÑO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594868;A001575400;-74,16175823;4,548816014;CL 71 P S- KR 27 G 02;16/08/2023;2023;Agosto;16;miércoles;12;20;CIUDAD BOLIVAR;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10594870;A001575376;-74,10249114;4,673653984;CL 63 - KR 71 A 02;17/08/2023;2023;Agosto;17;jueves;22;10;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10594871;A001575399;-74,17969791;4,578776754;KR 77 C - CL 68 B S 02;17/08/2023;2023;Agosto;17;jueves;19;2;CIUDAD BOLIVAR;Atropello;;;Con Heridos;Con Heridos;;;;;SI;SI;SI;;;;;;;;;;;;;;
10595012;A001575407;-74,10953669;4,715713155;CL 83 A - KR 102  02;20/08/2023;2023;Agosto;20;domingo;23;0;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;SI;;;;;;
10595015;A001573612;-74,08610491;4,621313238;KR 30 - CL 22 A 02;21/08/2023;2023;Agosto;21;lunes;21;50;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;SI;;;;;;;;;;;
10595201;A001575492;-74,14461998;4,671423339;CL 17 - KR 98  02;23/08/2023;2023;Agosto;23;miércoles;6;0;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;;SI;;;;;;;;;;
10595599;A001575978;-74,13734583;4,600729747;CL 39 S- KR 68 C 02;03/09/2023;2023;Septiembre;3;domingo;7;30;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595606;A001576061;-74,21301229;4,61134239;CL 86 S- KR 77 G 02;07/09/2023;2023;Septiembre;7;jueves;21;40;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10595608;A001575539;-74,10364119;4,626863379;AV AVENIDA DE LAS AMERICAS - KR 47  02;04/09/2023;2023;Septiembre;4;lunes;1;20;PUENTE ARANDA;Volcamiento;;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10595615;A001576037;-74,17100487;4,62914117;CL 43 S- KR 86 A 02;06/09/2023;2023;Septiembre;6;miércoles;13;5;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;;SI;;;;;
10595981;A001576483;-74,16456902;4,643536638;CL 26 S- KR 89 D 02;13/09/2023;2023;Septiembre;13;miércoles;19;34;KENNEDY;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;;;;SI;;SI;;;SI;;;;;
10595988;A001575152;-74,11706488;4,501509778;AV AVENIDA CARACAS - CL 96 S 02;14/09/2023;2023;Septiembre;14;jueves;6;0;USME;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;;;;;;;;;;;
10595993;A001576168;-74,12890223;4,609325211;AC 26 S- KR 68 H 02;13/09/2023;2023;Septiembre;13;miércoles;15;20;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;SI;;;;;;;;;;;
10596002;A001576193;-74,0613803;4,60283384;KR 1 E- CL 22  02;17/09/2023;2023;Septiembre;17;domingo;2;40;SANTA FE;Choque;Objeto Fijo;Arbol;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10599428;A001605776;-74,11712539;4,591225641;KR 30 - DG 32 S 02;11/12/2023;2023;Diciembre;11;lunes;8;0;ANTONIO NARIÑO;Choque;Objeto Fijo;Poste;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10599429;A001605338;-74,18430645;4,602182948;KR 78 D - CL 65 C S 02;11/12/2023;2023;Diciembre;11;lunes;7;0;BOSA;Choque;Objeto Fijo;Otro;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10599430;A001605637;-74,0248808;4,726565976;KR 7 - CL 152  02;09/12/2023;2023;Diciembre;9;sábado;6;10;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10599436;A001606128;-74,09458361;4,575639351;KR 10 - CL 22 S 02;12/12/2023;2023;Diciembre;12;martes;12;50;RAFAEL URIBE URIBE;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10599695;A001604852;-74,08310058;4,693005517;CL 86 A - KR 69 T 02;16/12/2023;2023;Diciembre;16;sábado;17;39;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10599727;A001605670;-74,17935459;4,602860576;CL 59 S- KR 78 B 02;20/12/2023;2023;Diciembre;20;miércoles;14;30;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;;;;;;;;;
10599728;A001605653;-74,06468334;4,649653598;KR 14 - CL 63  02;19/12/2023;2023;Diciembre;19;martes;13;32;CHAPINERO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10600030;A001606540;-74,13656933;4,594497636;KR 52 C - CL 45 A S 02;26/12/2023;2023;Diciembre;26;martes;8;20;TUNJUELITO;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;;;;;;;;;;;
10600036;A001605737;-74,05266313;4,677202988;CL 93 - KR 16  02;23/12/2023;2023;Diciembre;23;sábado;11;0;CHAPINERO;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10600038;A001605851;-74,1572961;4,567329435;TV 36 - CL 69 J S 80;25/12/2023;2023;Diciembre;25;lunes;2;50;CIUDAD BOLIVAR;Atropello;;;Con Muertos;Con Muertos;;;SI;;;;SI;SI;;;;;;;;;;;;;
10596699;A001574482;-74,09320953;4,739755927;CL 139 - KR 100  02;29/09/2023;2023;Septiembre;29;viernes;19;1;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10596703;A001576621;-74,14267001;4,580538686;AV AVENIDA BOYACA - KR 51  02;29/09/2023;2023;Septiembre;29;viernes;17;58;TUNJUELITO;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;;;;;;;;;
10597121;A001574338;-74,09989146;4,626205706;CL 20 - KR 43  02;15/10/2023;2023;Octubre;15;domingo;9;1;PUENTE ARANDA;Choque;Objeto Fijo;Muro;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10597122;A001574951;-74,15195269;4,671134671;KR 104 - CL 16  02;13/10/2023;2023;Octubre;13;viernes;6;30;FONTIBON;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10597129;A001575607;-74,12400503;4,593932056;TV 35 - CL 38 B S 02;16/10/2023;2023;Octubre;16;lunes;9;14;ANTONIO NARIÑO;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;SI;;;;;;;;;;;;;
10597130;A001614154;-74,10463361;4,599075106;CL 1 B - KR 29 C 02;09/10/2023;2023;Octubre;9;lunes;6;40;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10597627;A001604338;-74,10028681;4,733894475;AV AVENIDA CIUDAD DE CALI - CL 130 F 02;29/10/2023;2023;Octubre;29;domingo;4;8;SUBA;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10597633;A001604330;-74,0639101;4,632652871;KR 7 - CL 46  02;29/10/2023;2023;Octubre;29;domingo;15;29;CHAPINERO;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10597829;A001613454;-74,12030381;4,604180134;KR 50 - CL 19  02;02/11/2023;2023;Noviembre;2;jueves;3;39;PUENTE ARANDA;Choque;;;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10597835;A001613742;-74,16481701;4,67903418;CL 14 B - KR 119  02;01/11/2023;2023;Noviembre;1;miércoles;7;10;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10598050;A001574394;-74,07832066;4,613125994;CL 22 - KR 18  02;06/11/2023;2023;Noviembre;6;lunes;21;10;LOS MARTIRES;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598052;A001604649;-74,11956912;4,679065045;KR 86 - CL 26  02;07/11/2023;2023;Noviembre;7;martes;6;50;ENGATIVA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;SI;;SI;;;;SI;;;;;;;;;;;
10598053;A001604590;-74,13579015;4,65940943;AC 17 - AV AVENIDA CIUDAD DE CALI  02;06/11/2023;2023;Noviembre;6;lunes;6;25;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;SI;;;;;;;;;;;;;;;
10598308;A001613995;-74,12992733;4,58002802;KR 25 - CL 47 B 02;14/11/2023;2023;Noviembre;14;martes;6;50;TUNJUELITO;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;;;;;;;;;;;
10598311;A001613653;-74,1633574;4,62238725;KR 80 - CL 45 A S 02;13/11/2023;2023;Noviembre;13;lunes;3;50;KENNEDY;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10598314;A001613574;-74,07611101;4,680417147;CL 80 - KR 62  02;10/11/2023;2023;Noviembre;10;viernes;20;10;BARRIOS UNIDOS;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10598679;A001604988;-74,09174828;4,560200001;KR 3 - CL 31 B S 02;22/11/2023;2023;Noviembre;22;miércoles;18;49;SAN CRISTOBAL;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10598329;A001604439;-74,1659495;4,621062227;KR 80 - CL 43 S 02;12/11/2023;2023;Noviembre;12;domingo;18;0;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10598336;A001604528;-74,03999237;4,669348856;KR 3 E - CL 91  02;11/11/2023;2023;Noviembre;11;sábado;1;50;CHAPINERO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598339;A001613583;-74,1152495;4,613667317;KR 50 - CL 2 D 02;12/11/2023;2023;Noviembre;12;domingo;5;34;PUENTE ARANDA;Choque;Objeto Fijo;Poste;Solo Daños;Solo Daños;;;SI;;;;;;;;;;;;;;;;;;
10598682;A001604306;-74,13895575;4,603542036;CL 39 S- KR 68 G 02;23/11/2023;2023;Noviembre;23;jueves;7;0;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;SI;;;;;;;;;;;;;;;;;;;
10598685;A001605167;-74,10899488;4,58941245;AV AVENIDA PRIMERO DE MAYO - KR 27 C 02;22/11/2023;2023;Noviembre;22;miércoles;12;43;ANTONIO NARIÑO;Caida de ocupante;;;Con Heridos;Con Heridos;;;;;;;;SI;;;SI;;SI;;;SI;;;;;
10598687;A001605440;-74,11239056;4,59454576;KR 30 - CL 22 B 02;22/11/2023;2023;Noviembre;22;miércoles;17;30;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598688;A001604839;-74,06284656;4,684201447;TV 55 - CL 95  02;23/11/2023;2023;Noviembre;23;jueves;9;25;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598689;A001604631;-74,11534095;4,588400847;KR 27 - CL 31 S 02;23/11/2023;2023;Noviembre;23;jueves;0;41;RAFAEL URIBE URIBE;Choque;Vehículo;;Con Heridos;Con Heridos;;SI;;;;;;;;;;;;;;;;;;;
10598690;A001605164;-74,17913241;4,578881472;CL 68 B S- KR 77 B 02;19/11/2023;2023;Noviembre;19;domingo;19;5;CIUDAD BOLIVAR;Atropello;;;Con Heridos;Con Heridos;;;SI;;SI;;SI;;;;;;;;;;;;;;
10598692;A001604638;-74,12321208;4,56915393;DG 46 S- KR 13 J 02;22/11/2023;2023;Noviembre;22;miércoles;16;25;RAFAEL URIBE URIBE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598696;A001605082;-74,11756454;4,60130189;KR 39 - CL 17  02;23/11/2023;2023;Noviembre;23;jueves;6;15;PUENTE ARANDA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10598697;A001604960;-74,06881479;4,61614388;KR 7 - CL 29  02;23/11/2023;2023;Noviembre;23;jueves;17;10;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;SI;;SI;;;;;;;;;;;
10597080;A001574670;-74,1793683;4,602866517;CL 59 S- KR 78 B 02;11/10/2023;2023;Octubre;11;miércoles;16;38;BOSA;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;;;;;;;;;;;
10597081;A001574310;-74,12902545;4,647674383;KR 72 - CL 16  02;12/10/2023;2023;Octubre;12;jueves;17;40;KENNEDY;Volcamiento;;;Con Muertos;Con Muertos;;SI;;;;SI;;;;;;;;;;;;;;;
10597133;A001574471;-74,0689351;4,603747903;CL 19 - KR 4  02;13/10/2023;2023;Octubre;13;viernes;9;5;SANTA FE;Caida de ocupante;;;Con Heridos;Con Heridos;;;;SI;;;;SI;;;SI;;SI;;;SI;;;;;
10597134;A001574547;-74,12174801;4,589629693;KR 33 - CL 38 BIS S 02;14/10/2023;2023;Octubre;14;sábado;16;16;ANTONIO NARIÑO;Volcamiento;;;Con Heridos;Con Heridos;;;;SI;;;;;;;;;;;;;;;;;
10597135;A001574972;-74,13586675;4,659213528;CL 17 - KR 86  02;12/10/2023;2023;Octubre;12;jueves;16;50;FONTIBON;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;;;SI;;;SI;;SI;;;SI;;;;;
10597137;A001574947;-74,08354754;4,591149808;KR 10 - CL 2  02;15/10/2023;2023;Octubre;15;domingo;5;15;SANTA FE;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;SI;;;;;;;;;;;
10597143;A001613906;-74,11573259;4,658505839;CL 23 C - KR 70  02;14/10/2023;2023;Octubre;14;sábado;0;40;FONTIBON;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;;;;;;;;;;;
10597149;A001613835;-74,18912856;4,635936589;CL 54 F S- KR 94  02;13/10/2023;2023;Octubre;13;viernes;22;41;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10597150;A001574519;-74,10731404;4,585117256;CL 24 S- KR 24 C 02;13/10/2023;2023;Octubre;13;viernes;21;0;RAFAEL URIBE URIBE;Choque;Vehículo;;Solo Daños;Solo Daños;;;SI;;;;;;;;;;;;;;;;;;
10597152;A001574969;-74,07344171;4,739426799;KR 76 - CL 147  02;12/10/2023;2023;Octubre;12;jueves;11;6;SUBA;Choque;Vehículo;;Con Muertos;Con Muertos;;SI;;;;SI;;;;;;;;;;;;;;;
10597164;A001613800;-74,09631981;4,724163841;CL 128 - KR 95 A 02;12/10/2023;2023;Octubre;12;jueves;15;15;SUBA;Atropello;;;Con Heridos;Con Heridos;;;;;SI;;SI;;;;;;;;;;;;;;
10597166;A001613870;-74,14182154;4,631213395;AV AVENIDA DE LAS AMERICAS - KR 73 A 02;13/10/2023;2023;Octubre;13;viernes;11;0;KENNEDY;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10597170;A001614123;-74,09834941;4,669214296;CL 63 - KR 69 C 02;14/10/2023;2023;Octubre;14;sábado;3;30;ENGATIVA;Choque;Objeto Fijo;Poste;Solo Daños;Solo Daños;;;;;;;;;;;;;;;;;;;;;
10597172;A001613944;-74,08177046;4,594251665;KR 10 - CL 5  02;14/10/2023;2023;Octubre;14;sábado;8;43;SANTA FE;Volcamiento;;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595942;A001576110;-74,05054954;4,679528735;CL 94 - KR 15  02;08/09/2023;2023;Septiembre;8;viernes;3;0;CHAPINERO;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595943;A001576258;-74,0587571;4,657329565;CL 72 - KR 11  02;08/09/2023;2023;Septiembre;8;viernes;23;0;CHAPINERO;Choque;Vehículo;;Con Heridos;Con Heridos;;;SI;;;SI;;;;;;;;;;;;;;;
10595953;A001576416;-74,1068158;4,57906997;CL 27 - AV AVENIDA CARACAS  02;13/09/2023;2023;Septiembre;13;miércoles;7;0;RAFAEL URIBE URIBE;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;SI;;;;;;;;;;;
10595973;A001574163;-74,13912145;4,694124627;CL 26 - KR 113  02;13/09/2023;2023;Septiembre;13;miércoles;14;20;FONTIBON;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;SI;;;;;;;;;;;
10596184;A001576009;-74,05464796;4,739091951;CL 153 - KR 54  02;20/09/2023;2023;Septiembre;20;miércoles;20;0;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;SI;;;;;;;;;;;;;
10596185;A001576561;-74,10527197;4,616115956;CL 6 - KR 40  02;20/09/2023;2023;Septiembre;20;miércoles;14;44;PUENTE ARANDA;Atropello;;;Con Heridos;Con Heridos;;;;;SI;;SI;;;;;;;;;;;;;;
10596424;A001574235;-74,03327612;4,69368622;KR 7 - CL 116  02;27/09/2023;2023;Septiembre;27;miércoles;4;15;USAQUEN;Volcamiento;;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10596427;A001576494;-74,17211262;4,619538039;KR 80 H - CL 50 S 02;26/09/2023;2023;Septiembre;26;martes;7;44;KENNEDY;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;SI;;;;;;;;;;;;;;;
10596432;A001574791;-74,13912145;4,678202793;KR 100 - CL 22 J 02;25/09/2023;2023;Septiembre;25;lunes;14;50;FONTIBON;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;SI;;;SI;;SI;;;SI;;;;;
10596437;A001574259;-74,08299051;4,737306062;CL 145 - KR 88  02;26/09/2023;2023;Septiembre;26;martes;9;0;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10596438;A001574738;-74,11899982;4,531063643;KR 13 - CL 67 A S 02;25/09/2023;2023;Septiembre;25;lunes;17;20;USME;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;;;;;;;;;
10596439;A001574347;-74,08760119;4,737953157;CL 139 - KR 95 A 02;25/09/2023;2023;Septiembre;25;lunes;14;10;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;;;;;;;;;
10596561;A001576628;-74,07636044;4,715285454;KR 72 - CL 128  02;28/09/2023;2023;Septiembre;28;jueves;6;0;SUBA;Choque;Vehículo;;Solo Daños;Solo Daños;;;;;;;;SI;;;;;;;;;;;;;
10596795;A001574590;-74,16379928;4,59255749;CL 60 S- KR 71  02;04/10/2023;2023;Octubre;4;miércoles;8;4;CIUDAD BOLIVAR;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10596796;A001614130;-74,05966906;4,664384508;KR 16 A - CL 77  02;04/10/2023;2023;Octubre;4;miércoles;10;5;CHAPINERO;Atropello;;;Con Heridos;Con Heridos;;;;;;SI;SI;;;;;;;;;;;;;;
10596822;A001576509;-74,06612693;4,790508662;CL 209 - KR 104  02;03/10/2023;2023;Octubre;3;martes;16;45;SUBA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;;;;;;;;;;;;;;;;
10596823;A001574580;-74,14659945;4,509886893;KR 18 F - CL 90 S 02;03/10/2023;2023;Octubre;3;martes;16;5;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;SI;;SI;;;SI;;;;;
10596914;A001574905;-74,07494242;4,630410508;KR 24 - CL 40  02;06/10/2023;2023;Octubre;6;viernes;22;30;TEUSAQUILLO;Atropello;;;Con Heridos;Con Heridos;;;;;;;SI;;;;SI;;SI;;;SI;;;;;
10596916;A001614147;-74,09630803;4,608683563;KR 30 - CL 8  02;06/10/2023;2023;Octubre;6;viernes;16;8;LOS MARTIRES;Atropello;;;Con Heridos;Con Heridos;;SI;;;;;SI;;;;;;;;;;;;;;
10597381;A001574565;-74,17961787;4,584225577;KR 77 - CL 64 A S 02;20/10/2023;2023;Octubre;20;viernes;21;46;CIUDAD BOLIVAR;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;SI;;;;;;;;;;;
10597598;A001613440;-74,19414239;4,609519909;DG 71 S- KR 80 P BIS 02;25/10/2023;2023;Octubre;25;miércoles;13;14;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;SI;SI;;;;;;;;;;;;;;;
10597599;A001613930;-74,16329674;4,599691332;CL 57 B S- KR 71 D 02;24/10/2023;2023;Octubre;24;martes;9;5;BOSA;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;SI;SI;;;;;;;;;;;;;;;
10597605;A001613663;-74,1206008;4,52283917;DG 69 F S- TV 14 R 02;25/10/2023;2023;Octubre;25;miércoles;16;30;USME;Choque;Vehículo;;Con Heridos;Con Heridos;SI;;;;;;;;;;SI;;SI;;SI;;;;;;
10597607;A001613446;-74,0411228;4,785206327;KR 45 - CL 209  02;27/10/2023;2023;Octubre;27;viernes;1;50;USAQUEN;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
10595496;A001575890;-74,07151369;4,663360623;CL 71 - KR 28  02;01/09/2023;2023;Septiembre;1;viernes;0;0;BARRIOS UNIDOS;Choque;Vehículo;;Con Heridos;Con Heridos;;;;;;SI;;;;;;;;;;;;;;;
