Categoría,ID Producto,Costo estimado,ISBN,Título,Autor,Calificaciones,Unidades Restantes,Descuento,Precio Anterior,Precio Actual
Computación Y Tecnología De La Información,47446959,19876.935115385,9788423425402,El Pequeño Libro Para Invertir con Sentido Común: El Mejor Método Para Garantizar la Rentabilidad en Bolsa,John C. Bogle,15,28,55%dcto.,$ 201.629,$ 90.733
Computación Y Tecnología De La Información,53065998,8412.288,9789587922141,Introducción a la Programación con Python,Omar Iván Trejos Buriticá; Luis Eduardo Muñoz Guerrero,8,22,20%dcto.,$ 48.000,$ 38.400
Computación Y Tecnología De La Información,55586326,22694.5845,9788419399649,La ola que Viene,"Suleyman, Mustafa ; Bhaskar, Michael",1,24,55%dcto.,$ 230.211,$ 103.595
Computación Y Tecnología De La Información,56232144,10843.965,9781400337088,Sígueme: Cómo Seguir a Jesús Hace Libre a Nuestra Generación Enredada En Influencias Ideológicas,"Erazo, Carlos",2,32,25%dcto.,$ 66.000,$ 49.500
Computación Y Tecnología De La Información,47524007,43743.380538462,9788498754285,Analisis Tecnico de los Mercados Financieros,John J. Murphy,10,75,55%dcto.,$ 443.728,$ 199.678
Computación Y Tecnología De La Información,55588073,13109.170707,9781400337057,"Apaga el Celular y Enciende tu Cerebro: Manipulación, Control y Destrucción del ser Humano","Muñoz Iturrieta, Pablo",16,Queda 1 unidad,,,$ 59.840
Computación Y Tecnología De La Información,48961569,30001.370192308,9788441539303,Storytelling con Datos: Visualizacion de Datos Para Profesionales,Cole Nussbaumer Knaflic,25,25,55%dcto.,$ 304.331,$ 136.949
Computación Y Tecnología De La Información,52789598,26069.33,9786071514684,Fundamentos de Programacion,Luis Joyanes Aguilar,10,54,15%dcto.,$ 140.000,$ 119.000
Computación Y Tecnología De La Información,2024601,17274.191192308,9788483461174,La Nueva Mente del Emperador,Roger Penrose,6,2,55%dcto.,$ 175.228,$ 78.852
Computación Y Tecnología De La Información,1093833,4699.0515,9780789910820,"ciencia de la oración, la - bolsillo","Ávila, Yiye",1,53,25%dcto.,$ 28.600,$ 21.450
Computación Y Tecnología De La Información,9257665,45582.016153846,9788441532106,Codigo Limpio,Robert Cecil Martín,29,44,55%dcto.,$ 462.379,$ 208.071
Computación Y Tecnología De La Información,2045256,45211.901192308,9780132350884,Clean Code: A Handbook of Agile Software Craftsmanship (en Inglés),"Martin, Robert",8,100,55%dcto.,$ 458.625,$ 206.381
Computación Y Tecnología De La Información,53599196,21450.588636364,9788483932971,Escribir Novela. Manual Para Novelistas,Escuela De Escritores,3,5,50%dcto.,$ 195.833,$ 97.917
Computación Y Tecnología De La Información,54135265,36508.23,9788441545878,El Programador Pragmatico (Edicion Especial),"David Thomas,Andrew Hunt",15,41,55%dcto.,$ 370.336,$ 166.651
Computación Y Tecnología De La Información,51414001,32890.654730769,9788441540989,Algoritmos. Guía Ilustrada Para Programadores y Curiosos (Títulos Especiales),Aditya Y. Bhargava,3,30,55%dcto.,$ 333.639,$ 150.138
Computación Y Tecnología De La Información,53958107,11544.989,9789561427587,Ciencia de Datos,John D. Kelleher; Brendan Tierney,6,6,15%dcto.,$ 62.000,$ 52.700
Computación Y Tecnología De La Información,56156727,21860.2,9781984862051,The Official Stardew Valley Cookbook (en Inglés),"Concernedape ; Novak, Ryan",1,50,50%dcto.,$ 199.573,$ 99.786
Computación Y Tecnología De La Información,997025,4994.796,9788477741473,Educar con Aulas Virtuales: Orientaciones Para la Innovacion en e l Proceso de Enseñanza y Aprendizaje,Elena Barbera,Calificaciones no disponibles,100,70%dcto.,$ 76.000,$ 22.800
Computación Y Tecnología De La Información,3426041,61286.593372093,9783540280088,advances in bioinformatics and computational biology (en Inglés),"springer publishing map, Nuevo",Calificaciones no disponibles,100+,50%dcto.,$ 559.516,$ 279.758
Computación Y Tecnología De La Información,55977439,14632.6375,9786124327704,"Y a ti, ¿quién te sigue?",Diego Quiroz,2,29,50%dcto.,$ 133.589,$ 66.794
Computación Y Tecnología De La Información,55745831,28471.43255,9786280111247,Descubra el Verdadero Poder de Power bi con dax,Pedro Nel Pérez Amaya,1,6,15%dcto.,$ 152.900,$ 129.965
Computación Y Tecnología De La Información,47523957,20593.286653846,9788423426089,El Pequeño Libro que aún Vence al Mercado: Descubre la Fórmula más Rentable Para Invertir en Bolsa,Joel Greenblatt,7,30,55%dcto.,$ 208.896,$ 94.003
Computación Y Tecnología De La Información,54238029,20855.464,9789587787887,Estadística Práctica Para Ciencia de Datos con r y Python 2 ed,Peter Bruce | Andrew Bruce | Peter Gedeck,7,100+,15%dcto.,$ 112.000,$ 95.200
Computación Y Tecnología De La Información,48122634,12322.6875,9788490437964,Guía Visual del Mundo Pokémon / Pokemon Visual Companion,"Autores, Varios",28,100+,25%dcto.,$ 75.000,$ 56.250
Computación Y Tecnología De La Información,53551257,10186.755,9788418056680,"Privacidad es Poder: Datos, Vigilancia y Libertad en la era Digital",Carissa Véliz,2,3,25%dcto.,$ 62.000,$ 46.500
Computación Y Tecnología De La Información,47294193,29714.829576923,9788416511051,"Superinteligencia: Caminos, Peligros, Estrategias",Nick Bostrom,8,16,55%dcto.,$ 301.424,$ 135.641
Computación Y Tecnología De La Información,24805157,2744.640402,9789587370720,El dinero y la vida prospera,Stephen K. de silva,Calificaciones no disponibles,2,30%dcto.,$ 17.898,$ 12.529
Computación Y Tecnología De La Información,2416007,52685.835576923,9788478290888,"Teoría de Autómatas, Lenguaje y Computación","John Hopcroft; ,Rajeev Motwani; Jeffrey Ullman",Calificaciones no disponibles,2,55%dcto.,$ 534.439,$ 240.498
Computación Y Tecnología De La Información,46506339,27744.862846154,9788416271214,Diseño de Elementos Software con Tecnologías Basadas en Componentes. Ifct0609 - Programación de Sistemas Informáticos,José Carlos García Bermúdez,Calificaciones no disponibles,50,55%dcto.,$ 281.441,$ 126.648
Computación Y Tecnología De La Información,46795116,23888.503730769,9788441537279,No me Hagas Pensar. Actualización (Títulos Especiales),Steve Krug,19,30,55%dcto.,$ 242.322,$ 109.045
Computación Y Tecnología De La Información,47354670,32939.76,9781491927182,This Is Service Design Doing: Using Research And Customer Journey Maps To Create Successful Services (en Inglés),"Stickdorn, Marc ; Hormess, Markus ; Lawrence, Adam",1,27,50%dcto.,$ 300.724,$ 150.362
Computación Y Tecnología De La Información,52044131,36962.122,9781506713205,The art of Cuphead (en Inglés),Studio Mdhr,13,32,50%dcto.,$ 337.446,$ 168.723
Computación Y Tecnología De La Información,56144074,20571.226190476,9789878272177,La Vida Espectral,Eric Sadin,1,100+,50%dcto.,$ 187.805,$ 93.903
Computación Y Tecnología De La Información,52446248,15477.41,9789585268944,"Scrum las Estrategias del Juego: Es Póker, no Ajedrez","Schwartz, Fabian ; Romero, Maryem",7,100+,50%dcto.,$ 141.301,$ 70.651
Computación Y Tecnología De La Información,48463534,33774.154961538,9780134494166,Clean Architecture: A Craftsman'S Guide to Software Structure and Design: A Craftsman'S Guide to Software Structure and Design (Robert c. Martin Series) (en Inglés),"Martin, Robert",2,19,55%dcto.,$ 342.601,$ 154.171
Computación Y Tecnología De La Información,50142709,26677.4,9781911015482,The Legend of Zelda: Breath of the Wild the Complete Official Guide: -Expanded Edition (en Inglés),Piggyback,8,10,50%dcto.,$ 243.551,$ 121.776
Computación Y Tecnología De La Información,53436385,15465.367,9783967160260,Design Thinking Para Principiantes: La Innovación Como Factor Para el Éxito Empresarial,"Langenfeld, Kilian",1,100+,50%dcto.,$ 141.191,$ 70.596
Computación Y Tecnología De La Información,51675888,32245.938346154,9788426727343,"Programacion de Controladores Avanzados Simatic s7 1500 con tia Portal, Awl/Kop y scl",Luis Peciña Belmonte,Calificaciones no disponibles,4,55%dcto.,$ 327.099,$ 147.195
Computación Y Tecnología De La Información,49591061,16428.807,9780062651235,"Blood, Sweat, and Pixels: The Triumphant, Turbulent Stories Behind how Video Games are Made (en Inglés)","Schreier, Jason",Calificaciones no disponibles,20,50%dcto.,$ 149.987,$ 74.993
Computación Y Tecnología De La Información,54328679,18432.292846154,9788413441986,El Pequeño Libro del Psicotrading,Francisca Serrano Ruiz,4,30,55%dcto.,$ 186.975,$ 84.139
Computación Y Tecnología De La Información,52812128,30514.755461538,9788428344555,Seguridad Informática (Edición 2020),Antonio Postigo Palacios,Calificaciones no disponibles,3,55%dcto.,$ 309.538,$ 139.292
Computación Y Tecnología De La Información,53448044,17091.172,9781722165338,Redes Neuronales: Guia Sencilla de Redes Neuronales Artificiales (Neural Networks in Spanish,"Russell, Rudolph",Calificaciones no disponibles,100+,50%dcto.,$ 156.034,$ 78.017
Computación Y Tecnología De La Información,54259686,35107.5,9781718502703,"Python Crash Course, 3rd Edition: A Hands-On, Project-Based Introduction to Programming (en Inglés)","Matthes, Eric",1,50,50%dcto.,$ 320.514,$ 160.257
Computación Y Tecnología De La Información,54293662,51014.348653846,9781838019143,A Guide to Japanese Role-Playing Games (en Inglés),"Books, Bitmap",3,21,55%dcto.,$ 517.484,$ 232.868
Computación Y Tecnología De La Información,50897693,15441.281,9788494886041,Big Data: Una Breve Introducción,"Holmes, Dawn E.",Calificaciones no disponibles,20,50%dcto.,$ 140.971,$ 70.486
Computación Y Tecnología De La Información,57023469,20571.599,9798890981523,Nexus: Una Breve Historia de Las Redes de Información Desde La Edad de Piedra Ha Sta La Ia / Nexus: A Brief History of Information Networks from the S,Noah Harari Yuval,Calificaciones no disponibles,18,50%dcto.,$ 187.808,$ 93.904
Computación Y Tecnología De La Información,53434409,35721.693,9781913842314,Ciencia de Datos: 3 en 1 - Guía para principiantes para aprender los reinos de la ciencia de datos + Consejos y trucos para aprender teo,"Vance, William",1,100+,50%dcto.,$ 326.121,$ 163.061
Computación Y Tecnología De La Información,54063227,29273.079461538,9788441544345,Curso de Power bi (Manual Imprescindible),Ana Maria Bisbe York,19,47,55%dcto.,$ 296.943,$ 133.624
"Consulta, Información Y Materias Interdisciplinares",53598993,4912.64475,9789584297082,Este es el cordero de Dios,Juan Pablo Barrientos,45,98,25%dcto.,$ 29.900,$ 22.425
"Consulta, Información Y Materias Interdisciplinares",35643491,12979.8975,9789584237033,El Mundo y sus Demonios,Carl Sagan,53,71,25%dcto.,$ 79.000,$ 59.250
"Consulta, Información Y Materias Interdisciplinares",53051153,13996.121,9781644732922,Roba Como un Artista: Las 10 Cosas que Nadie te ha Dicho Acerca de ser Creativo,"Kleon, Austin",4,50,50%dcto.,$ 127.778,$ 63.889
"Consulta, Información Y Materias Interdisciplinares",53947673,11336.8725,9789584299673,Dopamina,Michael E. Long,47,100+,25%dcto.,$ 69.000,$ 51.750
"Consulta, Información Y Materias Interdisciplinares",30943845,7065.0075,9789588773988,La teoría del todo,Stephen Hawking,32,20,25%dcto.,$ 43.000,$ 32.250
"Consulta, Información Y Materias Interdisciplinares",4672935,24473.531,9788499920139,"La Enciclopedia de Los Sabores / The Flavor Thesaurus: Combinaciones, Recetas E Ideas Para El Cocinero Creativo","Segnit, Niki",43,11,50%dcto.,$ 223.431,$ 111.716
"Consulta, Información Y Materias Interdisciplinares",55849923,21471.0507,9788433922069,La Llamada,"Guerriero, Leila",4,22,,,$ 98.010
"Consulta, Información Y Materias Interdisciplinares",47311073,6407.7975,9789584249876,Brevísima Historia del Tiempo,Stephen Hawking,51,11,25%dcto.,$ 39.000,$ 29.250
"Consulta, Información Y Materias Interdisciplinares",51965072,28144.69297619,9781465486844,Cocinología,"Farrimond, Stuart",15,100+,50%dcto.,$ 256.947,$ 128.474
"Consulta, Información Y Materias Interdisciplinares",53986074,14568.155,9786075575247,El Bosón de Higgs no te va a Hacer la Cama. La Física Como Nunca te la han Contado,"Santaolalla, Javier",12,22,30%dcto.,$ 95.000,$ 66.500
"Consulta, Información Y Materias Interdisciplinares",52122161,11008.2675,9789585496873,Repensar la pobreza,"Abhijit V. Banerjee, Esther Duflo",17,7,25%dcto.,$ 67.000,$ 50.250
"Consulta, Información Y Materias Interdisciplinares",1097142,36179.327,9788483067444,La Cocina Y Los Alimentos: Enciclopedia de la Ciencia Y La Cultura de la Comida / On Food and Cooking,Harold McGee,70,6,50%dcto.,$ 330.299,$ 165.150
"Consulta, Información Y Materias Interdisciplinares",33596156,8535.18627,9786071614223,La Estructura de las Revoluciones Cientificas,Thomas S. Kuhn,25,Queda 1 unidad,,,$ 38.961
"Consulta, Información Y Materias Interdisciplinares",54144538,18401.88,9788417963484,Descubre tus Fortalezas (Con Código): Con Evaluación Cliftonstrengths,"Rath, Tom ; Aubareda Fernández, Xantal",1,100,30%dcto.,$ 120.000,$ 84.000
"Consulta, Información Y Materias Interdisciplinares",1250079,15579.107255814,9789871524006,El Vendedor mas Grande del Mundo,Og Mandino,8,7,50%dcto.,$ 142.229,$ 71.115
"Consulta, Información Y Materias Interdisciplinares",46551830,13965.7125,9788425433924,El Aroma del Tiempo,Byung-Chul Han,24,13,15%dcto.,$ 75.000,$ 63.750
"Consulta, Información Y Materias Interdisciplinares",53167458,12362.1201,9788433916464,Como Ordenar una Biblioteca,Roberto Calasso,5,9,,,$ 56.430
"Consulta, Información Y Materias Interdisciplinares",54009725,29025.785,9788857017815,Euro Cup. Panini Football Collections (1980-2020): Panini Football Collection 1980-2020 (Calcio) (en Inglés),"Italia, Panini",4,8,50%dcto.,$ 264.991,$ 132.495
"Consulta, Información Y Materias Interdisciplinares",54146887,26337.039772727,9788419043030,Fermentar: Fundamentos Y Técnicas de Un Arte Milenario,"Ruiz Moreno, Robert",4,8,50%dcto.,$ 240.444,$ 120.222
"Consulta, Información Y Materias Interdisciplinares",53598843,12158.385,9789585581746,Ñamérica,Martín Caparrós,4,17,25%dcto.,$ 74.000,$ 55.500
"Consulta, Información Y Materias Interdisciplinares",53671097,7948.4855142857,9789584422835,La Inteligencia de las Flores,Maurice Maeterlinck,2,98,15%dcto.,$ 42.686,$ 36.283
"Consulta, Información Y Materias Interdisciplinares",53536608,16922.57,9781524858148,Floriography: An Illustrated Guide to the Victorian Language of Flowers (en Inglés),"Roux, Jessica",6,10,50%dcto.,$ 154.495,$ 77.247
"Consulta, Información Y Materias Interdisciplinares",49326788,20896.76,9783836555524,The Package Design Book (Multilingual Edition) (en Inglés),"Pentawards ; Wiedemann, Julius",2,42,50%dcto.,$ 190.777,$ 95.389
"Consulta, Información Y Materias Interdisciplinares",51870486,11665.4775,9789589219775,El malestar en la globalización,Joseph E. Stiglitz,10,8,25%dcto.,$ 71.000,$ 53.250
"Consulta, Información Y Materias Interdisciplinares",55726162,18233.29702381,9789566260059,El Odio a los Ricos,Rainer Zitelmann,34,100+,50%dcto.,$ 166.461,$ 83.230
"Consulta, Información Y Materias Interdisciplinares",55148371,17607.93872619,9786075694672,La Gran Guía del Lenguaje No Verbal,"Baró, Teresa",Calificaciones no disponibles,100+,50%dcto.,$ 160.752,$ 80.376
"Consulta, Información Y Materias Interdisciplinares",1250991,3943.26,9789702201830,Verbos Portugueses - Larousse - Libro Físico,Varios Autores,1,13,25%dcto.,$ 24.000,$ 18.000
"Consulta, Información Y Materias Interdisciplinares",52904884,10351.0575,9788417552831,Instrumental,James Rhodes,10,2,25%dcto.,$ 63.000,$ 47.250
"Consulta, Información Y Materias Interdisciplinares",51424803,21258.05,9781465482853,El Libro de la Mitología (Grandes Ideas,DK,11,45,50%dcto.,$ 194.075,$ 97.038
"Consulta, Información Y Materias Interdisciplinares",50199385,29411.161,9781462765515,Diccionario Bíblico Ilustrado Holman,B&h Español Editorial,11,17,50%dcto.,$ 268.509,$ 134.255
"Consulta, Información Y Materias Interdisciplinares",53970601,19018.157954545,9788430624416,Las que Faltaban,"Oñoro, Cristina",1,13,50%dcto.,$ 173.626,$ 86.813
"Consulta, Información Y Materias Interdisciplinares",54151512,12979.8975,9786075692593,Breve Historia del Saber,"Van, Charles",1,3,25%dcto.,$ 79.000,$ 59.250
"Consulta, Información Y Materias Interdisciplinares",52904880,18211.171,9788417552879,Todos Quieren a Daisy Jones / Daisy Jones & the Six,Taylor Jenkins Reid,30,50,50%dcto.,$ 166.259,$ 83.129
"Consulta, Información Y Materias Interdisciplinares",27946106,1752.56,9789586487450,Competencias en la comunicación. Hacia las prácticas del discurso,Víctor Miguel Niño Rojas,4,99,20%dcto.,$ 10.000,$ 8.000
"Consulta, Información Y Materias Interdisciplinares",55680089,13965.7125,9786075578415,Somos Animales Poéticos: Algunos Usos de Los Libros Y El Arte En Estos Tiempos Críticos,"Petit, Michèle",Calificaciones no disponibles,8,15%dcto.,$ 75.000,$ 63.750
"Consulta, Información Y Materias Interdisciplinares",48417681,23052.457,9781620336274,Next Steps in Weaving: What you Never Knew you Needed to Know (en Inglés),"Graver, Pattie",Calificaciones no disponibles,50,50%dcto.,$ 210.457,$ 105.229
"Consulta, Información Y Materias Interdisciplinares",53685038,22398.738636364,9789878453095,El universo en tu mano,Christophe Galfard,13,2,50%dcto.,$ 204.489,$ 102.245
"Consulta, Información Y Materias Interdisciplinares",53056236,9200.94,9789585132054,¿Un nuevo ciclo de la guerra en Colombia? (País 360),Francisco Gutiérrez Sanín,7,6,25%dcto.,$ 56.000,$ 42.000
"Consulta, Información Y Materias Interdisciplinares",51887328,18669.296904762,9786071736505,Diccionario de Matematicas Secundaria,Frank Tapson,1,100+,50%dcto.,$ 170.441,$ 85.221
"Consulta, Información Y Materias Interdisciplinares",56018203,17006.871,9786073840767,El Lado Oscuro de la Mente Humana / The Dark Side of the Human Mind,"Centeno, Maryfer",2,50,50%dcto.,$ 155.264,$ 77.632
"Consulta, Información Y Materias Interdisciplinares",52041781,16019.345,9781644730935,Padres Conscientes,"Tsabary, Shefali ; Dalai Lama",9,14,50%dcto.,$ 146.249,$ 73.124
"Consulta, Información Y Materias Interdisciplinares",53325337,21972.721,9788417800796,"La Serpiente Cósmica: La Alucinante Historia de la Ayahuasca, el adn y el Origen del Conocimiento. (Fuera de Colección)",Jeremy Narby,2,16,15%dcto.,$ 118.000,$ 100.300
"Consulta, Información Y Materias Interdisciplinares",53283467,24579.654,9788412281804,El Cáliz y la Espada: De Diosas a Dioses: Las Culturas Pre-Patriarcales - Riane Eisler - Libro Físico,Riane Eisler,11,43,15%dcto.,$ 132.000,$ 112.200
"Consulta, Información Y Materias Interdisciplinares",9081889,27580.625,9780865478978,"The Animator's Survival Kit: A Manual of Methods, Principles and Formulas for Classical, Computer, Games, Stop Motion and Internet Animators (Farrar, Straus) (en Inglés)","Williams, Richard",25,14,50%dcto.,$ 251.797,$ 125.899
"Consulta, Información Y Materias Interdisciplinares",1713980,8596.3533333333,9789687277622,El Misterio de Gaia,Carlos Cuauhtemoc Sanchez,2,14,50%dcto.,$ 78.480,$ 39.240
"Consulta, Información Y Materias Interdisciplinares",55893152,32854.837153846,9788491996231,La Tierra transformada,Peter Frankopan,Calificaciones no disponibles,29,55%dcto.,$ 333.276,$ 149.974
